year,river,numSuitablePatches,numRejuvPatches,numPopPatches,numFertilePop,avgPatchAge,avgPopAge,populated,turned,turned_suitable,turned_unsuitable,sddEvents,lddEvents
159,4,57,10,53,40,29.70175438596491,22.132075471698112,1,6,2,4,3,6
159,5,57,11,34,32,27.333333333333332,21.11764705882353,1,3,2,1,3,5
159,6,55,7,36,29,36.32727272727273,22.805555555555557,1,2,1,1,5,3
159,7,55,12,46,37,19.8,15.630434782608695,1,1,1,0,9,5
159,8,58,13,27,22,21.017241379310345,14.25925925925926,1,8,4,4,7,8
159,9,47,10,29,23,28.4468085106383,23.0,1,5,1,4,1,5
159,10,53,14,32,22,27.20754716981132,15.8125,1,8,5,3,6,10
159,11,45,9,27,21,32.044444444444444,25.333333333333332,1,1,0,1,2,4
159,12,51,7,43,31,34.98039215686274,24.837209302325583,1,4,1,3,5,7
159,13,57,14,45,32,29.526315789473685,16.488888888888887,1,5,3,2,4,12
159,14,51,14,39,28,28.686274509803923,21.58974358974359,1,6,2,4,7,9
159,15,49,11,35,27,23.693877551020407,12.085714285714285,1,5,3,2,5,6
159,16,59,11,44,34,31.627118644067796,18.068181818181817,1,13,4,9,3,7
159,17,51,7,49,44,29.50980392156863,23.244897959183675,1,5,2,3,6,6
159,18,48,15,26,19,21.5625,20.73076923076923,1,6,4,2,6,7
159,19,57,12,36,28,23.912280701754387,18.583333333333332,1,5,1,4,5,3
159,20,59,16,38,29,25.864406779661017,18.894736842105264,1,5,2,3,4,9
160,1,58,15,45,34,33.5,18.57777777777778,1,5,4,1,3,6
160,2,45,7,31,27,35.8,16.93548387096774,1,1,0,1,1,3
160,3,48,10,23,21,31.875,23.956521739130434,1,3,2,1,3,3
160,4,55,10,50,41,31.054545454545455,23.8,1,3,2,1,4,8
160,5,58,10,37,32,27.810344827586206,20.405405405405407,1,7,3,4,1,10
160,6,55,7,38,30,37.163636363636364,22.5,1,4,2,2,5,6
160,7,56,9,47,38,20.446428571428573,16.148936170212767,1,3,2,1,4,9
160,8,58,14,27,20,20.379310344827587,13.851851851851851,1,4,1,3,4,5
160,9,44,9,26,21,28.59090909090909,22.23076923076923,1,5,3,2,2,4
160,10,55,16,34,24,24.78181818181818,15.676470588235293,1,6,1,5,6,6
160,11,44,7,26,21,33.59090909090909,27.0,1,2,1,1,3,6
160,12,49,7,41,32,35.244897959183675,25.390243902439025,1,5,3,2,4,4
160,13,58,15,46,33,29.29310344827586,16.152173913043477,1,3,1,2,5,10
160,14,49,11,38,28,27.46938775510204,18.973684210526315,1,3,2,1,3,3
160,15,50,13,34,27,23.9,12.882352941176471,1,9,6,3,7,9
160,16,54,12,38,32,32.851851851851855,16.44736842105263,1,5,1,4,4,6
160,17,50,9,48,41,29.36,23.0625,1,6,3,3,2,6
160,18,50,16,24,17,20.2,17.375,1,4,1,3,4,6
160,19,54,10,34,28,24.64814814814815,18.91176470588235,1,9,2,7,2,4
160,20,58,15,39,28,26.344827586206897,18.153846153846153,1,2,1,1,5,4
161,1,61,14,47,37,32.42622950819672,18.25531914893617,1,3,2,1,7,10
161,2,44,6,31,29,37.38636363636363,17.870967741935484,1,4,2,2,1,2
161,3,49,10,23,20,32.02040816326531,24.347826086956523,1,0,0,0,0,1
161,4,56,11,51,40,30.875,23.49019607843137,1,3,1,2,5,7
161,5,57,11,38,29,27.894736842105264,19.05263157894737,1,2,1,1,2,4
161,6,55,6,39,29,37.0,21.333333333333332,1,1,0,1,4,2
161,7,57,9,46,39,20.736842105263158,17.0,1,5,3,2,6,4
161,8,56,12,27,22,21.089285714285715,13.037037037037036,1,3,1,2,2,10
161,9,45,11,24,20,28.244444444444444,20.416666666666668,1,4,2,2,1,7
161,10,51,14,34,26,26.686274509803923,16.264705882352942,1,4,2,2,7,10
161,11,44,7,26,20,33.61363636363637,26.384615384615383,1,5,1,4,2,2
161,12,50,8,40,33,33.54,24.575,1,8,3,5,3,4
161,13,57,11,45,32,30.54385964912281,16.955555555555556,1,3,0,3,3,8
161,14,50,10,37,30,27.64,20.08108108108108,1,2,1,1,4,5
161,15,53,15,38,28,23.18867924528302,12.368421052631579,1,6,1,5,4,9
161,16,51,11,36,32,34.90196078431372,17.52777777777778,1,5,2,3,0,2
161,17,50,9,48,42,29.42,23.229166666666668,1,5,3,2,7,8
161,18,48,12,26,20,21.0625,16.96153846153846,1,1,1,0,1,4
161,19,49,9,31,26,25.142857142857142,19.903225806451612,1,6,2,4,2,2
161,20,58,13,40,33,27.275862068965516,18.575,1,2,0,2,4,6
162,1,62,14,52,38,32.54838709677419,17.03846153846154,1,3,1,2,6,7
162,2,44,5,30,28,37.15909090909091,17.766666666666666,1,5,1,4,0,2
162,3,49,7,23,22,33.02040816326531,25.304347826086957,1,4,2,2,0,4
162,4,55,9,51,40,31.0,22.80392156862745,1,5,2,3,5,10
162,5,57,8,37,32,28.473684210526315,19.89189189189189,1,8,5,3,2,3
162,6,54,4,38,32,38.666666666666664,22.736842105263158,1,1,1,0,3,4
162,7,58,10,48,41,21.155172413793103,17.229166666666668,1,9,3,6,6,8
162,8,55,10,28,22,21.490909090909092,13.428571428571429,1,3,0,3,4,5
162,9,45,9,27,21,28.57777777777778,19.11111111111111,1,2,2,0,3,3
162,10,51,13,35,26,27.333333333333332,16.285714285714285,1,4,3,1,4,11
162,11,41,3,23,19,35.73170731707317,28.956521739130434,1,6,4,2,0,2
162,12,48,8,38,31,33.270833333333336,24.63157894736842,1,7,4,3,6,9
162,13,54,8,44,34,32.370370370370374,17.454545454545453,1,4,1,3,4,5
162,14,50,9,38,29,28.1,19.86842105263158,1,1,1,0,4,0
162,15,49,10,37,29,25.46938775510204,13.216216216216216,1,4,0,4,4,3
162,16,50,9,34,32,35.66,18.323529411764707,1,3,2,1,1,7
162,17,51,10,49,40,29.313725490196077,23.20408163265306,1,7,5,2,8,11
162,18,49,9,26,22,21.632653061224488,17.846153846153847,1,2,0,2,1,3
162,19,47,8,29,24,26.5531914893617,21.379310344827587,1,6,2,4,1,7
162,20,56,7,38,32,28.339285714285715,19.210526315789473,1,3,3,0,5,9
163,1,61,11,51,42,33.18032786885246,17.235294117647058,1,4,2,2,6,9
163,2,41,4,28,26,31.4390243902439,17.857142857142858,1,6,4,2,3,7
163,3,49,7,25,22,33.714285714285715,24.28,1,7,4,3,2,3
163,4,54,8,49,37,30.296296296296298,22.285714285714285,1,3,2,1,4,6
163,5,59,11,36,31,27.25423728813559,20.02777777777778,1,2,1,1,4,9
163,6,55,4,39,32,38.96363636363636,23.076923076923077,1,2,2,0,1,6
163,7,55,10,46,39,21.70909090909091,17.891304347826086,1,6,2,4,2,9
163,8,52,10,25,20,23.076923076923077,14.84,1,5,3,2,0,4
163,9,47,9,27,23,28.361702127659573,19.925925925925927,1,4,2,2,3,5
163,10,53,14,35,26,27.132075471698112,16.914285714285715,1,5,3,2,8,13
163,11,43,6,22,18,33.348837209302324,28.272727272727273,1,3,1,2,1,2
163,12,49,12,39,29,30.918367346938776,21.94871794871795,1,4,4,0,9,7
163,13,52,5,42,32,33.32692307692308,18.023809523809526,1,5,2,3,2,2
163,14,51,9,38,31,28.54901960784314,20.763157894736842,1,7,4,3,2,7
163,15,45,7,33,29,26.42222222222222,12.757575757575758,1,3,2,1,6,6
163,16,51,9,36,29,35.84313725490196,18.055555555555557,1,2,1,1,1,6
163,17,54,15,53,42,23.59259259259259,21.660377358490567,1,9,6,3,8,20
163,18,47,4,26,23,23.127659574468087,18.653846153846153,1,4,4,0,1,3
163,19,45,7,29,21,27.755555555555556,21.517241379310345,1,2,1,1,0,3
163,20,59,6,41,32,27.89830508474576,18.73170731707317,1,2,2,0,5,6
164,1,61,12,52,41,32.721311475409834,16.192307692307693,1,4,1,3,7,17
164,2,43,7,30,25,29.790697674418606,16.766666666666666,1,6,3,3,4,6
164,3,50,9,26,21,32.74,22.692307692307693,1,4,2,2,3,8
164,4,55,7,49,39,30.672727272727272,23.163265306122447,1,4,2,2,6,7
164,5,59,12,38,31,28.135593220338983,19.763157894736842,1,4,2,2,7,6
164,6,57,5,39,33,38.59649122807018,23.974358974358974,1,3,1,2,0,1
164,7,53,10,45,38,21.358490566037737,17.866666666666667,1,3,2,1,5,8
164,8,53,8,24,20,23.20754716981132,15.541666666666666,1,3,2,1,2,4
164,9,47,9,29,22,26.80851063829787,18.310344827586206,1,5,2,3,1,3
164,10,54,13,37,26,27.462962962962962,16.783783783783782,1,3,1,2,3,5
164,11,42,6,23,18,33.73809523809524,25.956521739130434,1,7,4,3,3,2
164,12,53,14,41,31,29.58490566037736,21.804878048780488,1,8,5,3,4,16
164,13,51,6,41,35,33.03921568627451,18.926829268292682,1,3,0,3,1,2
164,14,52,10,38,29,27.596153846153847,20.0,1,3,0,3,3,3
164,15,46,9,33,28,26.58695652173913,13.393939393939394,1,7,5,2,8,10
164,16,51,9,37,31,36.294117647058826,17.83783783783784,1,4,2,2,2,6
164,17,57,19,56,39,22.43859649122807,20.642857142857142,1,4,1,3,9,6
164,18,51,8,29,25,22.313725490196077,17.82758620689655,1,5,2,3,0,1
164,19,45,7,28,24,27.955555555555556,22.0,1,6,3,3,3,7
164,20,61,8,42,35,27.983606557377048,19.19047619047619,1,3,0,3,5,3
165,1,59,10,50,39,32.16949152542373,14.66,1,7,5,2,12,9
165,2,43,9,29,24,30.186046511627907,17.586206896551722,1,4,2,2,4,4
165,3,50,10,27,20,33.36,22.40740740740741,1,1,1,0,3,9
165,4,55,8,50,39,31.163636363636364,23.28,1,5,3,2,6,12
165,5,59,12,38,29,28.016949152542374,19.105263157894736,1,6,5,1,4,12
165,6,56,5,38,35,39.125,24.07894736842105,1,9,4,5,5,6
165,7,54,11,45,38,21.75925925925926,18.488888888888887,1,6,0,6,4,8
165,8,54,6,24,21,23.296296296296298,16.375,1,2,2,0,0,1
165,9,46,9,27,23,27.456521739130434,19.37037037037037,1,3,0,3,3,2
165,10,53,9,35,29,28.32075471698113,17.742857142857144,1,5,1,4,0,5
165,11,43,9,22,18,32.04651162790697,24.863636363636363,1,5,2,3,3,2
165,12,55,18,43,27,27.490909090909092,19.41860465116279,1,4,1,3,6,11
165,13,48,4,39,34,32.333333333333336,20.256410256410255,1,2,1,1,1,2
165,14,49,7,36,29,29.877551020408163,21.61111111111111,1,6,3,3,1,5
165,15,49,11,36,25,25.653061224489797,12.944444444444445,1,6,2,4,6,12
165,16,51,8,38,31,34.15686274509804,17.973684210526315,1,7,5,2,6,7
165,17,55,17,55,45,23.145454545454545,20.945454545454545,1,4,2,2,9,8
165,18,50,7,29,27,23.1,18.137931034482758,1,2,1,1,1,0
165,19,45,8,28,21,27.511111111111113,21.5,1,2,1,1,5,3
165,20,58,4,39,33,30.017241379310345,20.974358974358974,1,4,2,2,4,2
166,1,62,11,54,42,30.741935483870968,14.037037037037036,1,3,2,1,8,12
166,2,43,10,28,24,30.209302325581394,17.785714285714285,1,5,2,3,4,5
166,3,51,9,30,22,33.705882352941174,21.133333333333333,1,5,4,1,3,6
166,4,56,9,51,38,31.339285714285715,23.529411764705884,1,7,5,2,6,12
166,5,63,14,43,31,27.142857142857142,17.813953488372093,1,3,1,2,4,12
166,6,55,8,38,29,36.30909090909091,21.86842105263158,1,2,1,1,3,6
166,7,48,10,40,33,23.166666666666668,19.35,1,5,5,0,7,5
166,8,56,7,25,24,23.464285714285715,16.76,1,7,1,6,1,3
166,9,43,8,27,22,29.348837209302324,20.074074074074073,1,5,2,3,4,5
166,10,50,9,34,28,30.1,18.176470588235293,1,4,3,1,1,5
166,11,42,11,22,17,33.095238095238095,25.59090909090909,1,2,2,0,0,2
166,12,53,16,41,30,28.754716981132077,20.682926829268293,1,5,3,2,9,12
166,13,48,4,38,34,33.166666666666664,21.657894736842106,1,5,1,4,2,2
166,14,49,9,34,27,29.020408163265305,21.294117647058822,1,8,4,4,3,5
166,15,47,9,35,25,25.680851063829788,12.428571428571429,1,4,3,1,4,8
166,16,54,12,39,31,31.64814814814815,16.384615384615383,1,2,1,1,5,3
166,17,55,16,54,42,22.78181818181818,20.72222222222222,1,3,2,1,6,8
166,18,50,7,28,26,23.92,19.392857142857142,1,2,1,1,1,7
166,19,45,8,28,22,28.266666666666666,22.107142857142858,1,3,2,1,4,5
166,20,58,5,39,34,29.603448275862068,20.025641025641026,1,2,1,1,3,4
167,1,63,11,54,46,31.174603174603174,14.851851851851851,1,3,2,1,9,7
167,2,42,11,27,23,28.404761904761905,18.88888888888889,1,3,1,2,1,1
167,3,54,13,31,25,32.46296296296296,21.35483870967742,1,1,1,0,4,10
167,4,59,12,53,39,30.440677966101696,23.37735849056604,1,6,3,3,9,9
167,5,62,13,43,33,28.43548387096774,18.53488372093023,1,6,1,5,3,7
167,6,55,9,38,30,36.8,22.13157894736842,1,3,2,1,6,8
167,7,53,12,42,35,21.9811320754717,19.357142857142858,1,5,3,2,6,10
167,8,51,8,23,22,22.823529411764707,16.782608695652176,1,4,2,2,1,2
167,9,42,7,27,22,29.904761904761905,19.814814814814813,1,4,1,3,1,1
167,10,52,11,35,29,29.807692307692307,18.485714285714284,1,2,0,2,2,3
167,11,44,13,23,20,32.59090909090909,25.52173913043478,1,3,2,1,3,0
167,12,54,16,40,25,28.77777777777778,19.35,1,1,1,0,5,7
167,13,45,5,35,31,33.46666666666667,21.17142857142857,1,4,3,1,0,3
167,14,49,12,34,25,28.571428571428573,20.794117647058822,1,2,2,0,3,4
167,15,49,10,36,29,25.612244897959183,12.944444444444445,1,1,0,1,3,10
167,16,54,11,39,33,32.51851851851852,17.205128205128204,1,6,5,1,9,13
167,17,56,16,55,41,22.678571428571427,20.472727272727273,1,6,2,4,4,10
167,18,50,7,29,23,23.64,17.344827586206897,1,5,3,2,1,2
167,19,46,8,27,20,28.108695652173914,22.88888888888889,1,5,4,1,3,5
167,20,58,6,39,34,30.448275862068964,20.846153846153847,1,8,1,7,4,2
168,1,64,11,55,45,31.65625,15.381818181818181,1,3,0,3,5,15
168,2,41,10,26,24,28.926829268292682,18.923076923076923,1,1,1,0,2,2
168,3,55,12,31,23,32.872727272727275,22.032258064516128,1,3,2,1,5,8
168,4,59,12,54,41,31.033898305084747,23.51851851851852,1,7,2,5,11,9
168,5,58,8,39,32,30.32758620689655,20.076923076923077,1,2,2,0,1,7
168,6,56,10,40,32,36.285714285714285,20.925,1,0,0,0,5,1
168,7,54,12,45,37,21.666666666666668,19.0,1,4,2,2,4,7
168,8,51,9,23,21,23.54901960784314,17.47826086956522,1,5,1,4,0,1
168,9,40,6,26,23,29.0,21.346153846153847,1,8,4,4,3,5
168,10,50,7,34,30,30.54,17.970588235294116,1,8,2,6,0,2
168,11,45,10,23,18,32.77777777777778,26.17391304347826,1,5,3,2,2,3
168,12,55,14,39,29,29.254545454545454,18.256410256410255,1,5,2,3,5,10
168,13,47,7,35,31,32.787234042553195,21.885714285714286,1,4,2,2,2,2
168,14,51,13,36,29,28.45098039215686,20.63888888888889,1,2,1,1,4,9
168,15,48,10,36,29,26.916666666666668,13.61111111111111,1,8,5,3,6,8
168,16,58,14,45,33,31.06896551724138,15.777777777777779,1,2,1,1,5,10
168,17,54,12,53,41,23.814814814814813,21.660377358490567,1,4,2,2,5,7
168,18,51,9,29,26,23.58823529411765,18.275862068965516,1,3,1,2,4,4
168,19,49,11,26,21,26.73469387755102,23.576923076923077,1,4,3,1,3,2
168,20,52,3,34,30,33.44230769230769,23.91176470588235,1,1,1,0,2,2
169,1,61,9,53,43,30.721311475409838,16.50943396226415,1,1,0,1,7,7
169,2,42,8,26,22,29.238095238095237,19.692307692307693,1,5,3,2,0,0
169,3,56,10,31,23,32.55357142857143,21.612903225806452,1,4,2,2,4,5
169,4,56,13,52,36,29.714285714285715,21.346153846153847,1,8,4,4,6,13
169,5,60,9,41,35,30.316666666666666,20.048780487804876,1,3,0,3,1,5
169,6,56,8,40,33,37.285714285714285,21.775,1,2,1,1,4,9
169,7,54,12,44,37,21.5,19.068181818181817,1,3,0,3,5,8
169,8,48,7,21,20,24.25,18.095238095238095,1,6,4,2,2,3
169,9,40,8,26,19,27.55,20.115384615384617,1,6,3,3,1,3
169,10,46,5,29,26,30.891304347826086,17.413793103448278,1,4,1,3,0,1
169,11,46,13,24,19,31.26086956521739,23.083333333333332,1,0,0,0,2,5
169,12,54,11,38,28,29.90740740740741,18.55263157894737,1,5,3,2,2,4
169,13,47,7,36,31,31.659574468085108,20.083333333333332,1,6,4,2,0,3
169,14,51,10,40,28,29.294117647058822,19.525,1,3,2,1,4,6
169,15,50,14,36,28,25.96,13.63888888888889,1,2,1,1,7,8
169,16,58,14,46,36,31.862068965517242,16.065217391304348,1,2,0,2,5,5
169,17,54,7,54,42,24.314814814814813,21.64814814814815,1,5,5,0,4,8
169,18,50,6,30,25,24.72,18.2,1,3,2,1,2,6
169,19,51,13,25,21,26.254901960784313,21.84,1,4,3,1,1,6
169,20,53,3,35,32,33.81132075471698,24.228571428571428,1,4,2,2,2,5
170,1,60,7,52,46,32.2,17.692307692307693,1,5,2,3,5,5
170,2,43,8,25,25,29.372093023255815,21.4,1,5,3,2,2,3
170,3,56,10,29,24,31.5,20.24137931034483,1,3,2,1,2,5
170,4,56,14,49,36,28.946428571428573,21.693877551020407,1,3,1,2,7,12
170,5,57,8,38,34,31.24561403508772,20.31578947368421,1,5,3,2,3,2
170,6,56,8,39,31,37.785714285714285,20.333333333333332,1,2,1,1,7,4
170,7,51,9,42,37,22.941176470588236,20.11904761904762,1,2,1,1,3,10
170,8,50,10,21,18,23.18,17.61904761904762,1,5,3,2,4,4
170,9,40,8,25,20,27.175,19.96,1,5,3,2,4,12
170,10,44,6,27,25,32.61363636363637,19.074074074074073,1,4,4,0,2,4
170,11,46,9,25,19,32.26086956521739,22.92,1,6,2,4,3,9
170,12,55,10,40,33,27.10909090909091,18.6,1,3,2,1,3,5
170,13,49,11,36,32,30.816326530612244,20.583333333333332,1,2,0,2,4,2
170,14,52,12,39,29,29.596153846153847,20.743589743589745,1,3,1,2,7,4
170,15,50,9,37,29,26.88,14.054054054054054,1,5,2,3,3,5
170,16,56,11,44,37,33.42857142857143,17.0,1,5,2,3,4,11
170,17,59,11,58,49,23.25423728813559,21.189655172413794,1,7,3,4,4,11
170,18,51,6,30,24,25.19607843137255,19.066666666666666,1,4,2,2,1,3
170,19,53,13,27,21,23.9811320754717,21.185185185185187,1,6,5,1,2,1
170,20,53,5,35,30,34.301886792452834,24.571428571428573,1,6,4,2,3,4
171,1,59,5,50,43,32.69491525423729,18.26,1,5,2,3,2,6
171,2,44,9,25,22,28.386363636363637,20.32,1,6,4,2,0,3
171,3,57,11,28,24,31.82456140350877,21.75,1,3,1,2,2,1
171,4,55,12,50,38,29.418181818181818,21.08,1,5,3,2,4,10
171,5,58,7,37,34,30.896551724137932,20.81081081081081,1,5,2,3,4,10
171,6,56,5,39,31,38.589285714285715,20.897435897435898,1,6,2,4,1,7
171,7,51,10,44,37,23.54901960784314,19.818181818181817,1,9,3,6,4,11
171,8,51,10,22,18,23.235294117647058,16.954545454545453,1,4,3,1,2,3
171,9,41,11,26,17,25.902439024390244,17.884615384615383,1,4,3,1,4,8
171,10,48,9,30,26,30.895833333333332,18.266666666666666,1,4,3,1,3,5
171,11,44,9,26,18,34.0,22.46153846153846,1,3,3,0,5,3
171,12,56,11,41,35,27.053571428571427,18.463414634146343,1,5,2,3,1,3
171,13,47,10,34,31,32.4468085106383,19.470588235294116,1,3,1,2,2,7
171,14,51,10,37,29,30.54901960784314,22.027027027027028,1,8,5,3,11,9
171,15,49,11,37,31,27.081632653061224,14.35135135135135,1,3,2,1,5,10
171,16,55,9,43,34,33.18181818181818,16.046511627906977,1,5,4,1,5,7
171,17,58,13,57,41,22.913793103448278,20.82456140350877,1,3,0,3,5,3
171,18,51,7,29,25,25.49019607843137,20.24137931034483,1,5,3,2,2,4
171,19,57,17,27,24,23.035087719298247,21.62962962962963,1,4,1,3,2,6
171,20,55,8,35,29,33.27272727272727,24.514285714285716,1,2,1,1,4,3
172,1,58,5,49,42,33.5,18.959183673469386,1,4,2,2,0,5
172,2,46,11,27,24,27.804347826086957,19.37037037037037,1,5,4,1,4,7
172,3,56,8,27,25,32.535714285714285,23.444444444444443,1,6,2,4,3,2
172,4,56,11,50,39,29.553571428571427,21.68,1,4,0,4,8,6
172,5,57,7,37,30,31.771929824561404,20.81081081081081,1,4,2,2,4,4
172,6,54,6,37,31,39.351851851851855,21.45945945945946,1,3,3,0,1,8
172,7,48,9,42,35,23.958333333333332,20.357142857142858,1,5,4,1,4,4
172,8,53,12,24,20,23.07547169811321,16.541666666666668,1,7,4,3,3,2
172,9,43,13,27,18,25.511627906976745,17.925925925925927,1,4,4,0,3,7
172,10,50,10,33,26,30.24,17.12121212121212,1,7,3,4,3,5
172,11,47,10,28,21,32.829787234042556,21.821428571428573,1,3,1,2,4,6
172,12,55,10,40,35,26.927272727272726,18.175,1,2,2,0,3,6
172,13,46,10,33,29,32.80434782608695,19.181818181818183,1,5,4,1,6,8
172,14,53,11,39,26,29.358490566037737,18.487179487179485,1,2,1,1,4,5
172,15,50,10,38,28,27.22,14.394736842105264,1,3,1,2,3,3
172,16,58,12,45,37,32.275862068965516,16.155555555555555,1,3,1,2,9,8
172,17,55,11,54,44,24.181818181818183,21.98148148148148,1,2,1,1,7,7
172,18,52,8,30,24,25.25,19.533333333333335,1,9,5,4,3,6
172,19,55,16,29,23,22.945454545454545,18.448275862068964,1,5,2,3,2,2
172,20,55,9,35,29,33.61818181818182,24.514285714285716,1,2,1,1,3,8
173,1,58,6,48,42,34.206896551724135,20.104166666666668,1,4,4,0,3,6
173,2,49,13,31,24,27.040816326530614,17.870967741935484,1,5,1,4,4,3
173,3,54,8,28,25,33.44444444444444,23.607142857142858,1,4,1,3,2,2
173,4,52,9,47,37,29.48076923076923,20.851063829787233,1,6,2,4,3,5
173,5,57,8,36,31,32.50877192982456,22.11111111111111,1,3,1,2,2,9
173,6,57,7,40,32,38.280701754385966,20.85,1,4,2,2,2,3
173,7,51,10,42,36,23.431372549019606,21.071428571428573,1,7,6,1,5,10
173,8,54,14,23,19,22.796296296296298,17.17391304347826,1,5,4,1,3,4
173,9,47,16,29,21,24.340425531914892,17.620689655172413,1,7,5,2,1,6
173,10,49,12,31,25,31.122448979591837,15.806451612903226,1,4,2,2,3,3
173,11,46,8,28,19,33.608695652173914,21.214285714285715,1,6,3,3,3,4
173,12,57,11,44,36,26.982456140350877,17.522727272727273,1,2,1,1,2,5
173,13,49,11,38,29,31.142857142857142,17.657894736842106,1,7,1,6,5,2
173,14,53,10,38,31,29.452830188679247,18.68421052631579,1,6,3,3,4,6
173,15,49,10,37,32,28.489795918367346,15.432432432432432,1,3,0,3,5,3
173,16,57,8,44,35,33.49122807017544,16.977272727272727,1,5,3,2,7,3
173,17,55,11,55,44,25.072727272727274,22.4,1,3,3,0,7,12
173,18,53,13,29,23,24.566037735849058,20.17241379310345,1,6,1,5,2,4
173,19,54,13,28,24,23.796296296296298,19.214285714285715,1,3,1,2,3,8
173,20,55,9,33,28,34.27272727272727,23.696969696969695,1,1,0,1,3,6
174,1,62,10,51,44,33.0,19.941176470588236,1,4,2,2,4,8
174,2,46,12,29,24,27.0,17.379310344827587,1,5,1,4,3,9
174,3,52,7,28,26,34.53846153846154,24.571428571428573,1,4,1,3,1,1
174,4,50,8,44,38,27.58,22.136363636363637,1,2,1,1,5,6
174,5,56,6,37,29,33.767857142857146,22.054054054054053,1,5,1,4,3,1
174,6,57,9,41,35,38.24561403508772,21.21951219512195,1,5,2,3,2,6
174,7,56,14,47,36,20.357142857142858,19.74468085106383,1,3,1,2,7,7
174,8,57,17,25,19,22.45614035087719,16.72,1,8,2,6,3,3
174,9,50,18,29,23,22.24,15.931034482758621,1,6,1,5,2,4
174,10,49,11,29,25,31.775510204081634,17.275862068965516,1,4,1,3,3,4
174,11,46,6,28,21,34.34782608695652,21.928571428571427,1,3,2,1,3,2
174,12,57,10,45,37,27.80701754385965,17.933333333333334,1,4,1,3,1,5
174,13,44,10,33,29,28.272727272727273,17.666666666666668,1,4,2,2,5,7
174,14,53,12,38,30,29.358490566037737,18.210526315789473,1,3,2,1,3,5
174,15,46,5,35,29,30.195652173913043,15.82857142857143,1,7,5,2,1,4
174,16,58,10,44,37,30.948275862068964,17.772727272727273,1,3,1,2,5,5
174,17,58,12,57,44,24.775862068965516,22.45614035087719,1,6,3,3,6,15
174,18,49,12,25,20,25.163265306122447,20.4,1,3,2,1,2,7
174,19,53,10,29,23,23.37735849056604,16.482758620689655,1,3,1,2,2,6
174,20,54,7,32,28,35.833333333333336,25.21875,1,5,2,3,1,4
175,1,62,12,52,43,33.274193548387096,19.76923076923077,1,5,1,4,3,2
175,2,43,11,26,20,27.86046511627907,17.884615384615383,1,5,2,3,3,5
175,3,50,6,27,24,35.5,24.296296296296298,1,4,1,3,2,1
175,4,50,6,44,37,27.9,22.34090909090909,1,2,0,2,2,6
175,5,53,7,34,30,31.943396226415093,22.5,1,1,0,1,2,7
175,6,56,10,38,32,38.0,21.157894736842106,1,6,1,5,2,5
175,7,55,15,46,38,21.345454545454544,20.804347826086957,1,5,2,3,5,6
175,8,53,14,22,16,23.962264150943398,17.863636363636363,1,8,4,4,3,1
175,9,46,14,26,20,24.347826086956523,17.73076923076923,1,3,2,1,1,5
175,10,47,10,28,23,33.12765957446808,17.357142857142858,1,5,1,4,3,4
175,11,47,8,26,22,34.46808510638298,21.03846153846154,1,2,2,0,3,4
175,12,55,8,42,35,28.654545454545456,18.785714285714285,1,7,3,4,5,8
175,13,44,8,35,28,26.977272727272727,17.542857142857144,1,2,0,2,4,1
175,14,54,12,37,32,29.314814814814813,17.243243243243242,1,8,4,4,3,2
175,15,49,9,33,29,29.102040816326532,17.484848484848484,1,6,2,4,3,8
175,16,57,10,43,36,32.333333333333336,18.88372093023256,1,5,2,3,3,3
175,17,58,10,58,43,24.32758620689655,21.74137931034483,1,7,2,5,4,5
175,18,50,12,24,20,25.5,21.958333333333332,1,4,2,2,5,6
175,19,52,9,31,25,24.365384615384617,16.35483870967742,1,9,5,4,2,5
175,20,53,8,31,28,35.283018867924525,24.93548387096774,1,4,4,0,5,7
176,1,59,11,48,41,34.440677966101696,20.645833333333332,1,8,3,5,4,8
176,2,42,10,23,19,28.452380952380953,19.434782608695652,1,9,8,1,2,9
176,3,48,5,25,22,36.979166666666664,25.8,1,2,1,1,1,3
176,4,48,5,43,38,29.5625,23.41860465116279,1,5,4,1,3,7
176,5,52,5,34,27,33.30769230769231,23.0,1,7,1,6,1,2
176,6,52,9,33,27,39.86538461538461,19.757575757575758,1,5,3,2,4,5
176,7,54,16,45,36,20.555555555555557,19.77777777777778,1,6,4,2,7,9
176,8,53,13,23,20,23.547169811320753,17.91304347826087,1,2,0,2,1,3
176,9,47,13,25,20,24.72340425531915,19.04,1,5,0,5,1,3
176,10,44,8,24,21,34.63636363636363,18.208333333333332,1,5,4,1,3,1
176,11,49,8,27,22,34.06122448979592,21.185185185185187,1,2,0,2,0,5
176,12,54,9,41,31,29.24074074074074,19.317073170731707,1,1,1,0,4,6
176,13,42,8,33,29,28.5,18.696969696969695,1,4,3,1,3,3
176,14,54,13,37,32,26.85185185185185,16.594594594594593,1,5,2,3,3,9
176,15,47,9,32,27,30.574468085106382,18.28125,1,1,0,1,3,2
176,16,56,9,43,37,29.982142857142858,19.674418604651162,1,6,4,2,4,7
176,17,55,8,55,44,24.836363636363636,22.254545454545454,1,6,4,2,4,10
176,18,50,12,23,19,24.38,19.565217391304348,1,8,5,3,1,6
176,19,53,10,31,26,24.41509433962264,17.0,1,2,1,1,5,0
176,20,57,8,36,29,33.80701754385965,22.555555555555557,1,5,2,3,5,3
